	index
2522	TCGA-HW-8322-01
2523	TCGA-AJ-A3NH-01
2524	TCGA-BJ-A45H-01
2525	TCGA-XR-A8TE-01
2526	TCGA-D3-A8GE-06
2527	TCGA-A6-2675-01
2528	TCGA-SY-A9G0-01
2529	TCGA-49-AAR2-01
2530	TCGA-G4-6311-01
2531	TCGA-DW-7839-01
2532	TCGA-A7-A6VV-01
2533	TCGA-71-6725-01
2534	TCGA-E2-A15I-01
2535	TCGA-Q1-A73P-01
2536	TCGA-QH-A6XC-01
2537	TCGA-GN-A8LK-06
2538	TCGA-ZJ-AB0I-01
2539	TCGA-CV-A460-01
2540	TCGA-EL-A3MZ-01
2541	TCGA-13-0916-01
2542	TCGA-CV-7414-01
2543	TCGA-WX-AA44-01
2544	TCGA-44-2662-01
2545	TCGA-KS-A4IC-01
2546	TCGA-BR-8588-01
2547	TCGA-DA-A3F8-06
2548	TCGA-DB-A4XD-01
2549	TCGA-AX-A3G8-01
2550	TCGA-C8-A131-01
2551	TCGA-DU-A6S8-01
2552	TCGA-HZ-A49I-01
2553	TCGA-VS-A94X-01
2554	TCGA-24-1413-01
2555	TCGA-IM-A3ED-01
2556	TCGA-BJ-A28T-01
2557	TCGA-55-6987-01
2558	TCGA-DU-A5TP-01
2559	TCGA-B6-A0RV-01
2560	TCGA-EL-A3D1-01
2561	TCGA-D3-A51R-06
2562	TCGA-HC-7819-01
2563	TCGA-KK-A7B3-01
2564	TCGA-D7-6524-01
2565	TCGA-A8-A086-01
2566	TCGA-FS-A1YW-06
2567	TCGA-EE-A2A2-06
2568	TCGA-TQ-A7RR-01
2569	TCGA-BR-8081-01
2570	TCGA-AZ-6598-01
2571	TCGA-60-2711-01
2572	TCGA-A6-A566-01
2573	TCGA-CR-7382-01
2574	TCGA-B0-4710-01
2575	TCGA-AO-A03U-01
2576	TCGA-34-5929-01
2577	TCGA-AJ-A8CT-01
2578	TCGA-KK-A8I8-01
2579	TCGA-L5-A8NS-01
2580	TCGA-CJ-4640-01
2581	TCGA-44-2666-01
2582	TCGA-A2-A0SV-01
2583	TCGA-TQ-A7RH-01
2584	TCGA-22-4613-01
2585	TCGA-BR-6565-01
2586	TCGA-FS-A1Z7-06
2587	TCGA-33-6737-01
2588	TCGA-2H-A9GJ-01
2589	TCGA-75-5146-01
2590	TCGA-CW-5583-01
2591	TCGA-66-2727-01
2592	TCGA-06-5416-01
2593	TCGA-AA-3712-01
2594	TCGA-22-5489-01
2595	TCGA-CR-6474-01
2596	TCGA-29-1702-01
2597	TCGA-EW-A1P6-01
2598	TCGA-F4-6855-01
2599	TCGA-2Z-A9JQ-01
2600	TCGA-BA-6868-01
2601	TCGA-BJ-A28V-01
2602	TCGA-AJ-A8CW-01
2603	TCGA-LT-A8JT-01
2604	TCGA-66-2766-01
2605	TCGA-V1-A9OX-01
2606	TCGA-DM-A28K-01
2607	TCGA-F4-6703-01
2608	TCGA-DJ-A1QD-01
2609	TCGA-DD-A4NK-01
2610	TCGA-BR-4191-01
2611	TCGA-XF-AAMR-01
2612	TCGA-AA-3492-01
2613	TCGA-AR-A24X-01
2614	TCGA-CX-7219-01
2615	TCGA-RP-A6K9-06
2616	TCGA-GC-A3RD-01
2617	TCGA-C5-A2LY-01
2618	TCGA-D3-A8GP-06
2619	TCGA-AZ-4315-01
2620	TCGA-E1-A7YH-01
2621	TCGA-A8-A07W-01
2622	TCGA-L9-A444-01
2623	TCGA-UY-A9PH-01
2624	TCGA-EK-A2PL-01
2625	TCGA-BR-8078-01
2626	TCGA-77-8136-01
2627	TCGA-DE-A69J-01
2628	TCGA-CZ-5985-01
2629	TCGA-CE-A482-01
2630	TCGA-DJ-A2PV-01
2631	TCGA-DV-5567-01
2632	TCGA-DK-A2I1-01
2633	TCGA-CK-6746-01
2634	TCGA-OL-A6VQ-01
2635	TCGA-ER-A2ND-06
2636	TCGA-HZ-A49H-01
2637	TCGA-CM-5349-01
2638	TCGA-B6-A0IH-01
2639	TCGA-F7-A623-01
2640	TCGA-BH-A0AW-01
2641	TCGA-BH-A1EV-01
2642	TCGA-D7-A6EV-01
2643	TCGA-E3-A3E5-01
2644	TCGA-A8-A09T-01
2645	TCGA-E2-A1LK-01
2646	TCGA-AF-A56K-01
2647	TCGA-IB-7644-01
2648	TCGA-2F-A9KQ-01
2649	TCGA-HZ-A4BH-01
2650	TCGA-HT-8015-01
2651	TCGA-EW-A1OX-01
2652	TCGA-HC-7212-01
2653	TCGA-DJ-A3UQ-01
2654	TCGA-29-1762-01
2655	TCGA-BR-8589-01
2656	TCGA-CF-A9FH-01
2657	TCGA-C8-A3M7-01
2658	TCGA-MK-A84Z-01
2659	TCGA-78-7154-01
2660	TCGA-UY-A78L-01
2661	TCGA-DJ-A2PR-01
2662	TCGA-XF-AAME-01
2663	TCGA-77-7335-01
2664	TCGA-BJ-A0Z2-01
2665	TCGA-ZF-AA5H-01
2666	TCGA-CV-7435-01
2667	TCGA-G3-AAV3-01
2668	TCGA-Q9-A6FW-01
2669	TCGA-EE-A2GE-06
2670	TCGA-ZJ-AAXN-01
2671	TCGA-BJ-A45K-01
2672	TCGA-A1-A0SD-01
2673	TCGA-06-0749-01
2674	TCGA-ET-A40S-01
2675	TCGA-BC-A69I-01
2676	TCGA-BJ-A0Z9-01
2677	TCGA-69-7979-01
2678	TCGA-DC-6157-01
2679	TCGA-BH-A0E9-01
2680	TCGA-FR-A8YD-06
2681	TCGA-C8-A134-01
2682	TCGA-HC-8261-01
2683	TCGA-AD-6548-01
2684	TCGA-DK-A3IU-01
2685	TCGA-2H-A9GF-01
2686	TCGA-MM-A84U-01
2687	TCGA-EJ-5514-01
2688	TCGA-3A-A9IC-01
2689	TCGA-A6-5665-01
2690	TCGA-55-8203-01
2691	TCGA-AZ-4614-01
2692	TCGA-CM-6162-01
2693	TCGA-A4-7828-01
2694	TCGA-VQ-A91K-01
2695	TCGA-C8-A12L-01
2696	TCGA-C8-A12M-01
2697	TCGA-HZ-8638-01
2698	TCGA-GV-A3QK-01
2699	TCGA-DD-A4NP-01
2700	TCGA-55-6986-01
2701	TCGA-60-2725-01
2702	TCGA-D8-A1XR-01
2703	TCGA-CV-5977-01
2704	TCGA-L5-A88V-01
2705	TCGA-GU-A42R-01
2706	TCGA-B6-A0WY-01
2707	TCGA-DD-AACQ-01
2708	TCGA-AN-A0FY-01
2709	TCGA-D5-6535-01
2710	TCGA-13-0899-01
2711	TCGA-49-AAR0-01
2712	TCGA-BP-5170-01
2713	TCGA-AZ-4616-01
2714	TCGA-E2-A154-01
2715	TCGA-A2-A0D1-01
2716	TCGA-E1-5302-01
2717	TCGA-C5-A7CG-01
2718	TCGA-23-1113-01
2719	TCGA-DD-AAE0-01
2720	TCGA-2L-AAQL-01
2721	TCGA-LP-A5U2-01
2722	TCGA-2Z-A9J1-01
2723	TCGA-DU-A76R-01
2724	TCGA-FP-A9TM-01
2725	TCGA-FW-A3I3-06
2726	TCGA-P3-A6T2-01
2727	TCGA-AR-A5QN-01
2728	TCGA-QH-A65V-01
2729	TCGA-CC-A8HV-01
2730	TCGA-CI-6619-01
2731	TCGA-06-0129-01
2732	TCGA-EO-A22U-01
2733	TCGA-44-6775-01
2734	TCGA-FD-A62N-01
2735	TCGA-AD-6888-01
2736	TCGA-ZG-A9L9-01
2737	TCGA-HC-A6AO-01
2738	TCGA-55-1594-01
2739	TCGA-D6-A4ZB-01
2740	TCGA-J4-A67K-01
2741	TCGA-29-1784-01
2742	TCGA-D7-A748-01
2743	TCGA-56-5898-01
2744	TCGA-2L-AAQE-01
2745	TCGA-22-5477-01
2746	TCGA-BT-A0YX-01
2747	TCGA-2Z-A9JO-01
2748	TCGA-A5-A2K3-01
2749	TCGA-G9-7522-01
2750	TCGA-GL-A9DC-01
2751	TCGA-B6-A0RQ-01
2752	TCGA-76-4925-01
2753	TCGA-CA-5796-01
2754	TCGA-DH-A7US-01
2755	TCGA-CC-A9FV-01
2756	TCGA-55-8090-01
2757	TCGA-DM-A28C-01
2758	TCGA-CC-A7IG-01
2759	TCGA-GM-A2DN-01
2760	TCGA-GM-A2DH-01
2761	TCGA-85-A50M-01
2762	TCGA-AR-A1AR-01
2763	TCGA-DA-A1I8-06
2764	TCGA-FK-A3SG-01
2765	TCGA-AS-3777-01
2766	TCGA-HT-A4DS-01
2767	TCGA-3A-A9IV-01
2768	TCGA-HT-7875-01
2769	TCGA-C5-A1MJ-01
2770	TCGA-24-1423-01
2771	TCGA-EP-A26S-01
2772	TCGA-FS-A1ZF-06
2773	TCGA-2Y-A9GS-01
2774	TCGA-UB-A7MD-01
2775	TCGA-19-1390-01
2776	TCGA-EL-A3GQ-01
2777	TCGA-C5-A7X3-01
2778	TCGA-L5-A8NK-01
2779	TCGA-HT-A61B-01
2780	TCGA-22-5472-01
2781	TCGA-ZF-A9RN-01
2782	TCGA-FS-A1ZS-06
2783	TCGA-VS-A9V2-01
2784	TCGA-HT-7472-01
2785	TCGA-98-A53I-01
2786	TCGA-38-4625-01
2787	TCGA-C8-A12Q-01
2788	TCGA-2A-A8W3-01
2789	TCGA-E2-A574-01
2790	TCGA-CJ-4918-01
2791	TCGA-Q1-A73S-01
2792	TCGA-UF-A7JK-01
2793	TCGA-95-A4VP-01
2794	TCGA-EJ-A7NK-01
2795	TCGA-98-A53H-01
2796	TCGA-49-6767-01
2797	TCGA-IB-A6UG-01
2798	TCGA-AA-3662-01
2799	TCGA-CZ-5988-01
2800	TCGA-XA-A8JR-01
2801	TCGA-BP-4967-01
2802	TCGA-DJ-A2QB-01
2803	TCGA-KK-A8IH-01
2804	TCGA-CV-A45Q-01
2805	TCGA-EJ-A7NF-01
2806	TCGA-EM-A1YB-01
2807	TCGA-37-4133-01
2808	TCGA-85-A4JB-01
2809	TCGA-FD-A6TC-01
2810	TCGA-EW-A1P4-01
2811	TCGA-78-7536-01
2812	TCGA-37-5819-01
2813	TCGA-KK-A8I9-01
2814	TCGA-TN-A7HL-01
2815	TCGA-HR-A2OG-06
2816	TCGA-AQ-A1H2-01
2817	TCGA-AJ-A3BK-01
2818	TCGA-KT-A7W1-01
2819	TCGA-33-4566-01
2820	TCGA-CV-A6K1-01
2821	TCGA-78-7542-01
2822	TCGA-BR-8680-01
2823	TCGA-CR-7402-01
2824	TCGA-E8-A419-01
2825	TCGA-78-7540-01
2826	TCGA-BR-4362-01
2827	TCGA-DJ-A13M-01
2828	TCGA-DD-AAEK-01
2829	TCGA-60-2721-01
2830	TCGA-D8-A1XO-01
2831	TCGA-J8-A3YF-01
2832	TCGA-C5-A7X8-01
2833	TCGA-BA-A4II-01
2834	TCGA-CV-7416-01
2835	TCGA-20-0991-01
2836	TCGA-D7-A4Z0-01
2837	TCGA-QK-A8Z7-01
2838	TCGA-GM-A3XG-01
2839	TCGA-DD-AAEI-01
2840	TCGA-BH-A6R8-01
2841	TCGA-BJ-A192-01
2842	TCGA-B6-A0WZ-01
2843	TCGA-D5-6540-01
2844	TCGA-HM-A6W2-01
2845	TCGA-CN-4736-01
2846	TCGA-EP-A3JL-01
2847	TCGA-CQ-7065-01
2848	TCGA-D6-6516-01
2849	TCGA-B3-3926-01
2850	TCGA-EM-A2CU-01
2851	TCGA-EJ-5504-01
2852	TCGA-B6-A0RN-01
2853	TCGA-EE-A29V-06
2854	TCGA-XF-A9SL-01
2855	TCGA-AN-A0AR-01
2856	TCGA-18-5595-01
2857	TCGA-IB-AAUS-01
2858	TCGA-LN-A9FQ-01
2859	TCGA-85-A4QQ-01
2860	TCGA-CX-7082-01
2861	TCGA-C5-A7CO-01
2862	TCGA-BR-8687-01
2863	TCGA-IG-A6QS-01
2864	TCGA-EE-A2GS-06
2865	TCGA-A2-A259-01
2866	TCGA-B5-A3FA-01
2867	TCGA-78-8662-01
2868	TCGA-BT-A3PJ-01
2869	TCGA-BB-4224-01
2870	TCGA-BH-A0DE-01
2871	TCGA-E8-A44M-01
2872	TCGA-86-8054-01
2873	TCGA-3N-A9WD-06
2874	TCGA-BT-A2LD-01
2875	TCGA-C5-A1MK-01
2876	TCGA-BR-4371-01
2877	TCGA-A8-A09Z-01
2878	TCGA-CV-7432-01
2879	TCGA-44-2655-01
2880	TCGA-QH-A6CX-01
2881	TCGA-EJ-A7NJ-01
2882	TCGA-BH-A0DX-01
2883	TCGA-FK-A3SH-01
2884	TCGA-BA-A6D8-01
2885	TCGA-18-3412-01
2886	TCGA-22-4596-01
2887	TCGA-P5-A72Z-01
2888	TCGA-A4-8310-01
2889	TCGA-HV-AA8X-01
2890	TCGA-B0-5712-01
2891	TCGA-BC-A10X-01
2892	TCGA-3A-A9IB-01
2893	TCGA-B0-4712-01
2894	TCGA-A2-A0SU-01
2895	TCGA-A2-A0YL-01
2896	TCGA-3A-A9IZ-01
2897	TCGA-KS-A41L-01
2898	TCGA-DM-A1HB-01
2899	TCGA-MT-A67F-01
2900	TCGA-EM-A3O7-01
2901	TCGA-XJ-A9DI-01
2902	TCGA-VP-A87H-01
2903	TCGA-S9-A7J3-01
2904	TCGA-21-1082-01
2905	TCGA-FJ-A3Z7-01
2906	TCGA-MI-A75E-01
2907	TCGA-97-8177-01
2908	TCGA-GL-A59T-01
2909	TCGA-FV-A4ZP-01
2910	TCGA-AC-A7VC-01
2911	TCGA-C5-A2LZ-01
2912	TCGA-BA-6873-01
2913	TCGA-BR-A4J1-01
2914	TCGA-GN-A4U3-06
2915	TCGA-J4-A6G3-01
2916	TCGA-18-3419-01
2917	TCGA-BA-A6DI-01
2918	TCGA-EE-A2MR-06
2919	TCGA-VP-A87J-01
2920	TCGA-DB-5278-01
2921	TCGA-B0-5705-01
2922	TCGA-BR-7704-01
2923	TCGA-85-8072-01
2924	TCGA-S9-A6U9-01
2925	TCGA-EE-A3AG-06
2926	TCGA-BH-A0BW-01
2927	TCGA-FP-8210-01
2928	TCGA-AR-A1AO-01
2929	TCGA-AR-A24T-01
2930	TCGA-BA-5555-01
2931	TCGA-D7-6818-01
2932	TCGA-D3-A3MV-06
2933	TCGA-FS-A1ZA-06
2934	TCGA-23-1027-01
2935	TCGA-GV-A3QG-01
2936	TCGA-EE-A29P-06
2937	TCGA-06-5859-01
2938	TCGA-YB-A89D-01
2939	TCGA-BH-A0H9-01
2940	TCGA-UZ-A9PR-01
2941	TCGA-2F-A9KO-01
2942	TCGA-DD-A116-01
2943	TCGA-E1-5318-01
2944	TCGA-HT-8109-01
2945	TCGA-CD-8532-01
2946	TCGA-2J-AABF-01
2947	TCGA-BR-A4J6-01
2948	TCGA-B9-7268-01
2949	TCGA-DU-A7T6-01
2950	TCGA-IN-A7NR-01
2951	TCGA-XF-A9T8-01
2952	TCGA-AO-A03N-01
2953	TCGA-BR-8690-01
2954	TCGA-IZ-8196-01
2955	TCGA-S9-A6UA-01
2956	TCGA-CV-7102-01
2957	TCGA-XF-AAN2-01
2958	TCGA-EE-A29R-06
2959	TCGA-GC-A6I1-01
2960	TCGA-96-8170-01
2961	TCGA-LA-A7SW-01
2962	TCGA-18-3408-01
2963	TCGA-86-8278-01
2964	TCGA-EL-A3GZ-01
2965	TCGA-DJ-A3UT-01
2966	TCGA-85-A4CL-01
2967	TCGA-HT-8110-01
2968	TCGA-A2-A04V-01
2969	TCGA-44-6147-01
2970	TCGA-HG-A2PA-01
2971	TCGA-GM-A3XL-01
2972	TCGA-RY-A847-01
2973	TCGA-DQ-7596-01
2974	TCGA-EM-A22N-01
2975	TCGA-DU-5852-01
2976	TCGA-V5-AASW-01
2977	TCGA-AN-A0AK-01
2978	TCGA-XQ-A8TB-01
2979	TCGA-A7-A13G-01
2980	TCGA-DG-A2KM-01
2981	TCGA-UF-A7JA-01
2982	TCGA-CV-6962-01
2983	TCGA-VN-A88N-01
2984	TCGA-EE-A3JH-06
2985	TCGA-CV-6954-01
2986	TCGA-DJ-A1QQ-01
2987	TCGA-IM-A4EB-01
2988	TCGA-CF-A8HY-01
2989	TCGA-DH-A66F-01
2990	TCGA-E7-A541-01
2991	TCGA-FG-7643-01
2992	TCGA-HT-A615-01
2993	TCGA-56-A4ZK-01
2994	TCGA-02-0055-01
2995	TCGA-K4-A3WV-01
2996	TCGA-Y8-A896-01
2997	TCGA-EJ-A7NM-01
2998	TCGA-CN-5359-01
2999	TCGA-CV-A6K2-01
3000	TCGA-HT-7476-01
3001	TCGA-A7-A56D-01
3002	TCGA-MT-A51X-01
3003	TCGA-C5-A907-01
3004	TCGA-BJ-A0ZA-01
3005	TCGA-EM-A4FR-01
3006	TCGA-KS-A41F-01
3007	TCGA-HZ-7926-01
3008	TCGA-A5-A3LP-01
3009	TCGA-25-1315-01
3010	TCGA-SY-A9G5-01
3011	TCGA-LN-A4A5-01
3012	TCGA-BH-A0BZ-01
3013	TCGA-AN-A0AL-01
3014	TCGA-CV-6934-01
3015	TCGA-ZG-A9LB-01
3016	TCGA-G3-A6UC-01
3017	TCGA-06-0219-01
3018	TCGA-FE-A232-01
3019	TCGA-G9-A9S7-01
3020	TCGA-68-7756-01
3021	TCGA-ET-A39O-01
3022	TCGA-CQ-5323-01
3023	TCGA-C5-A7UH-01
3024	TCGA-EL-A3CY-01
3025	TCGA-86-8073-01
3026	TCGA-EI-6509-01
3027	TCGA-90-A4ED-01
3028	TCGA-FP-7916-01
3029	TCGA-49-4507-01
3030	TCGA-33-A5GW-01
3031	TCGA-FD-A3SL-01
3032	TCGA-CR-6467-01
3033	TCGA-27-1834-01
3034	TCGA-FD-A3B4-01
3035	TCGA-LN-A49M-01
3036	TCGA-A7-A5ZX-01
3037	TCGA-G9-6343-01
3038	TCGA-HE-A5NF-01
3039	TCGA-MP-A4TD-01
3040	TCGA-E2-A1IG-01
3041	TCGA-FP-8211-01
3042	TCGA-HI-7171-01
3043	TCGA-BP-4989-01
3044	TCGA-A4-7732-01
3045	TCGA-VQ-A8PU-01
3046	TCGA-J4-A67Q-01
3047	TCGA-24-2038-01
3048	TCGA-A2-A0CT-01
3049	TCGA-AX-A3GB-01
3050	TCGA-KP-A3W0-01
3051	TCGA-SS-A7HO-01
3052	TCGA-G4-6304-01
3053	TCGA-BH-A208-01
3054	TCGA-J9-A8CL-01
3055	TCGA-E7-A3X6-01
3056	TCGA-DE-A4MC-01
3057	TCGA-US-A776-01
3058	TCGA-HC-7745-01
3059	TCGA-VR-A8EU-01
3060	TCGA-XK-AAJT-01
3061	TCGA-V1-A9OH-01
3062	TCGA-CN-6988-01
3063	TCGA-EW-A1J1-01
3064	TCGA-CS-6669-01
3065	TCGA-DD-AAD5-01
3066	TCGA-D8-A1JU-01
3067	TCGA-LN-A4A4-01
3068	TCGA-BQ-7055-01
3069	TCGA-EM-A1YC-01
3070	TCGA-77-7138-01
3071	TCGA-AF-A56L-01
3072	TCGA-77-8153-01
3073	TCGA-D3-A2J8-06
3074	TCGA-86-8669-01
3075	TCGA-CS-5393-01
3076	TCGA-77-8140-01
3077	TCGA-DM-A282-01
3078	TCGA-SX-A71S-01
3079	TCGA-97-7553-01
3080	TCGA-WJ-A86L-01
3081	TCGA-HC-A4ZV-01
3082	TCGA-96-8169-01
3083	TCGA-XD-AAUL-01
3084	TCGA-24-1434-01
3085	TCGA-GV-A3QI-01
3086	TCGA-44-7670-01
3087	TCGA-D7-6522-01
3088	TCGA-AJ-A23N-01
3089	TCGA-05-4417-01
3090	TCGA-DD-AACB-01
3091	TCGA-SX-A7SU-01
3092	TCGA-A4-7584-01
3093	TCGA-BQ-5880-01
3094	TCGA-CR-6478-01
3095	TCGA-B8-5551-01
3096	TCGA-70-6723-01
3097	TCGA-BH-A0BP-01
3098	TCGA-F5-6863-01
3099	TCGA-BK-A0CC-01
3100	TCGA-13-1499-01
3101	TCGA-49-AAR9-01
3102	TCGA-GV-A3JV-01
3103	TCGA-A1-A0SK-01
3104	TCGA-97-8547-01
3105	TCGA-KU-A66S-01
3106	TCGA-49-AAQV-01
3107	TCGA-B6-A0IK-01
3108	TCGA-ET-A25O-01
3109	TCGA-EW-A6SA-01
3110	TCGA-DU-A7TJ-01
3111	TCGA-AU-3779-01
3112	TCGA-EW-A1PH-01
3113	TCGA-SJ-A6ZI-01
3114	TCGA-IG-A97I-01
3115	TCGA-KK-A7B4-01
3116	TCGA-EY-A210-01
3117	TCGA-98-A538-01
3118	TCGA-HT-7601-01
3119	TCGA-FB-AAQ1-01
3120	TCGA-61-2109-01
3121	TCGA-FU-A3HZ-01
3122	TCGA-DK-AA74-01
3123	TCGA-BQ-5885-01
3124	TCGA-14-0789-01
3125	TCGA-C8-A135-01
3126	TCGA-WS-AB45-01
3127	TCGA-FS-A1ZM-06
3128	TCGA-P5-A77W-01
3129	TCGA-HU-8238-01
3130	TCGA-BR-4294-01
3131	TCGA-55-7903-01
3132	TCGA-XF-A9SK-01
3133	TCGA-J4-A83I-01
3134	TCGA-OL-A66H-01
3135	TCGA-CZ-5460-01
3136	TCGA-DU-A7TB-01
3137	TCGA-D9-A6E9-06
3138	TCGA-L5-A4OG-01
3139	TCGA-L5-A88T-01
3140	TCGA-D3-A8GJ-06
3141	TCGA-BH-A1F2-01
3142	TCGA-91-6829-01
3143	TCGA-55-8507-01
3144	TCGA-67-3772-01
3145	TCGA-CI-6624-01
3146	TCGA-D8-A27G-01
3147	TCGA-DR-A0ZM-01
3148	TCGA-S9-A6WN-01
3149	TCGA-EE-A2M6-06
3150	TCGA-EE-A2GI-06
3151	TCGA-FY-A3I5-01
3152	TCGA-L5-A88S-01
3153	TCGA-FY-A40K-01
3154	TCGA-77-7142-01
3155	TCGA-H6-A45N-01
3156	TCGA-3L-AA1B-01
3157	TCGA-E9-A3HO-01
3158	TCGA-DD-A1EI-01
3159	TCGA-AN-A0XW-01
3160	TCGA-ED-A97K-01
3161	TCGA-AC-A2FO-01
3162	TCGA-UY-A8OC-01
3163	TCGA-EY-A1GP-01
3164	TCGA-HU-A4H5-01
3165	TCGA-D3-A5GO-06
3166	TCGA-55-7907-01
3167	TCGA-C5-A1BM-01
3168	TCGA-BH-A0E2-01
3169	TCGA-09-0366-01
3170	TCGA-CR-7377-01
3171	TCGA-64-1678-01
3172	TCGA-NC-A5HE-01
3173	TCGA-EM-A2CN-01
3174	TCGA-55-7570-01
3175	TCGA-HT-8012-01
3176	TCGA-BB-A5HY-01
3177	TCGA-D7-8576-01
3178	TCGA-D8-A1JF-01
3179	TCGA-RC-A7SF-01
3180	TCGA-AX-A3FV-01
3181	TCGA-EE-A3AH-06
3182	TCGA-DM-A28H-01
3183	TCGA-05-4424-01
3184	TCGA-EJ-A8FN-01
3185	TCGA-J9-A52E-01
3186	TCGA-E7-A6MD-01
3187	TCGA-HF-7131-01
3188	TCGA-D8-A1XL-01
3189	TCGA-XF-AAMQ-01
3190	TCGA-MP-A5C7-01
3191	TCGA-BR-8486-01
3192	TCGA-44-5645-01
3193	TCGA-KS-A4ID-01
3194	TCGA-BR-7959-01
3195	TCGA-A3-3322-01
3196	TCGA-77-6842-01
3197	TCGA-25-2397-01
3198	TCGA-AC-A2FK-01
3199	TCGA-55-8616-01
3200	TCGA-D8-A1XG-01
3201	TCGA-37-3789-01
3202	TCGA-EM-A1CU-01
3203	TCGA-BP-5177-01
3204	TCGA-DJ-A4UP-01
3205	TCGA-AJ-A3BI-01
3206	TCGA-4Z-AA82-01
3207	TCGA-60-2709-01
3208	TCGA-HT-A5R5-01
3209	TCGA-29-1699-01
3210	TCGA-HV-A5A3-01
3211	TCGA-EK-A3GJ-01
3212	TCGA-IG-A625-01
3213	TCGA-KS-A4IB-01
3214	TCGA-FG-A4MU-01
3215	TCGA-A1-A0SN-01
3216	TCGA-CV-A6JZ-01
3217	TCGA-CV-A464-01
3218	TCGA-ET-A3DV-01
3219	TCGA-J1-A4AH-01
3220	TCGA-CC-A7IJ-01
3221	TCGA-D3-A2JP-06
3222	TCGA-DH-5144-01
3223	TCGA-QL-A97D-01
3224	TCGA-RU-A8FL-01
3225	TCGA-BC-A10S-01
3226	TCGA-GM-A2DA-01
3227	TCGA-DA-A3F3-06
3228	TCGA-24-1562-01
3229	TCGA-B9-A5W7-01
3230	TCGA-29-1770-01
3231	TCGA-FD-A6TD-01
3232	TCGA-AJ-A6NU-01
3233	TCGA-CE-A13K-01
3234	TCGA-SX-A7SQ-01
3235	TCGA-HW-8320-01
3236	TCGA-55-1595-01
3237	TCGA-KK-A7AW-01
3238	TCGA-EM-A2CL-01
3239	TCGA-AC-A3BB-01
3240	TCGA-FG-6688-01
3241	TCGA-DD-A4NB-01
3242	TCGA-E2-A2P5-01
3243	TCGA-A7-A0CD-01
3244	TCGA-ER-A199-06
3245	TCGA-EJ-A46E-01
3246	TCGA-MH-A55Z-01
3247	TCGA-BP-5009-01
3248	TCGA-VQ-AA6A-01
3249	TCGA-D3-A1Q8-06
3250	TCGA-EV-5901-01
3251	TCGA-G4-6302-01
3252	TCGA-M7-A724-01
3253	TCGA-AX-A3G4-01
3254	TCGA-VS-A959-01
3255	TCGA-EJ-7788-01
3256	TCGA-VS-A94Y-01
3257	TCGA-CR-7369-01
3258	TCGA-CM-6165-01
3259	TCGA-D6-A6EP-01
3260	TCGA-G4-6625-01
3261	TCGA-CK-5916-01
3262	TCGA-29-1763-01
3263	TCGA-EJ-7331-01
3264	TCGA-LL-A6FQ-01
3265	TCGA-VQ-A8DV-01
3266	TCGA-BH-A0BL-01
3267	TCGA-AC-A3W7-01
3268	TCGA-FS-A4F0-06
3269	TCGA-HC-7818-01
3270	TCGA-HT-7610-01
3271	TCGA-VS-A9V3-01
3272	TCGA-DD-AACX-01
3273	TCGA-44-2656-01
3274	TCGA-EV-5902-01
3275	TCGA-BR-8362-01
3276	TCGA-56-7731-01
3277	TCGA-G7-A8LE-01
3278	TCGA-CJ-5682-01
3279	TCGA-EP-A3RK-01
3280	TCGA-CV-7091-01
3281	TCGA-DD-AACN-01
3282	TCGA-C5-A1M5-01
3283	TCGA-DD-AACY-01
3284	TCGA-DB-5280-01
3285	TCGA-DU-7006-01
3286	TCGA-F7-A61W-01
3287	TCGA-VQ-A91V-01
3288	TCGA-G9-6385-01
3289	TCGA-A2-A0EX-01
3290	TCGA-FN-7833-01
3291	TCGA-77-7140-01
3292	TCGA-DJ-A2Q9-01
3293	TCGA-E6-A2P9-01
3294	TCGA-3A-A9I9-01
3295	TCGA-E2-A1B4-01
3296	TCGA-E2-A10F-01
3297	TCGA-LL-A5YO-01
3298	TCGA-HT-7608-01
3299	TCGA-EM-A1CT-01
3300	TCGA-60-2719-01
3301	TCGA-HF-7132-01
3302	TCGA-EA-A3HQ-01
3303	TCGA-EJ-A46D-01
3304	TCGA-BR-7197-01
3305	TCGA-12-5299-01
3306	TCGA-GF-A6C9-06
3307	TCGA-EE-A180-06
3308	TCGA-HT-7475-01
3309	TCGA-B0-5710-01
3310	TCGA-A2-A0EV-01
3311	TCGA-A3-3311-01
3312	TCGA-A3-3357-01
3313	TCGA-AR-A1AY-01
3314	TCGA-VS-A9UT-01
3315	TCGA-WE-AAA3-06
3316	TCGA-L5-A88W-01
3317	TCGA-63-7022-01
3318	TCGA-5P-A9K2-01
3319	TCGA-38-4630-01
3320	TCGA-CJ-6033-01
3321	TCGA-EJ-5516-01
3322	TCGA-FS-A1ZP-06
3323	TCGA-26-5139-01
3324	TCGA-XF-A9SH-01
3325	TCGA-UY-A78M-01
3326	TCGA-CD-5801-01
3327	TCGA-FP-A8CX-01
3328	TCGA-69-7974-01
3329	TCGA-3E-AAAZ-01
3330	TCGA-EW-A1PG-01
3331	TCGA-YJ-A8SW-01
3332	TCGA-G9-A9S0-01
3333	TCGA-HU-A4G3-01
3334	TCGA-AD-6963-01
3335	TCGA-QK-A6IJ-01
3336	TCGA-AJ-A3NG-01
3337	TCGA-39-5034-01
3338	TCGA-XF-A9SM-01
3339	TCGA-BA-A6DG-01
